"","X.x","Date","Species","site","transect","average_value","Week.x","month","year.x","YearMonth.x","YearMonthSite","WeekYearSite.x","cape.x","X.y","YearMonth.y","SiteCode","average_chl","Week.y","cape.y","year.y","WeekYearSite.y"
"1100",606,"2024-06-25","Hedophyllum sessile","CB",5,5.41666666666667,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1101",606,"2024-06-25","Hedophyllum sessile","CB",5,5.41666666666667,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1102",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1103",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1104",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1105",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1106",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1107",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1108",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1109",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1110",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1111",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1112",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1113",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"26_24_CB"
"1302",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1303",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1304",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1305",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1306",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1307",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1308",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1309",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1310",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1311",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1312",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1313",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1314",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1315",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1316",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1317",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1318",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1319",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1320",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1321",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1322",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1323",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1324",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1325",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1326",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1327",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1328",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1329",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1330",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1331",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1332",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1333",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1334",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1335",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1336",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1337",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1338",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1339",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1340",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1341",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1342",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1343",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1344",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1345",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1346",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1347",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1348",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1349",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1350",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1351",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1352",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1353",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1354",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1355",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1356",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1357",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1358",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1359",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1360",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1361",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1362",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1363",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1364",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1365",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1366",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1367",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1368",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1369",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1370",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1371",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1372",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1373",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1374",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1375",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1376",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1377",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1378",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1379",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1380",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1381",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1382",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1383",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1384",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1385",812,"2024-08-02","Lessoniopsis littoralis","FC",4,3.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1386",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1387",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1388",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1389",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1390",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1391",813,"2024-08-02","Postelsia palmaeformis","FC",1,5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1392",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1393",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1394",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1395",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1396",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1397",814,"2024-08-02","Postelsia palmaeformis","FC",2,3.5,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1398",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1399",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1400",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1401",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1402",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1403",815,"2024-08-02","Postelsia palmaeformis","FC",3,9,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1404",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1405",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1406",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1407",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",75,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1408",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",76,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1409",816,"2024-08-02","Postelsia palmaeformis","FC",4,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",77,"Aug 2024","FC",19.3883333333333,33,"Foulweather",24,"33_24_FC"
"1410",817,"2024-08-02","Postelsia palmaeformis","FC",5,2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
"1411",817,"2024-08-02","Postelsia palmaeformis","FC",5,2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"31_24_FC"
