"","X.x","Date","Species","site","transect","average_value","Week.x","month","year.x","YearMonth.x","YearMonthSite.x","WeekYearSite","cape.x","X.y","YearMonth.y","SiteCode","average_chl","Week.y","cape.y","year.y","YearMonthSite.y"
"780",576,"2024-06-21","Hedophyllum sessile","FC",4,8.05882352941176,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"781",576,"2024-06-21","Hedophyllum sessile","FC",4,8.05882352941176,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"782",576,"2024-06-21","Hedophyllum sessile","FC",4,8.05882352941176,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"783",577,"2024-06-21","Hedophyllum sessile","FC",5,6.27272727272727,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"784",577,"2024-06-21","Hedophyllum sessile","FC",5,6.27272727272727,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"785",577,"2024-06-21","Hedophyllum sessile","FC",5,6.27272727272727,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"786",578,"2024-06-21","Lessoniopsis littoralis","FC",1,7.57142857142857,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"787",578,"2024-06-21","Lessoniopsis littoralis","FC",1,7.57142857142857,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"788",578,"2024-06-21","Lessoniopsis littoralis","FC",1,7.57142857142857,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"789",579,"2024-06-21","Lessoniopsis littoralis","FC",2,0.888888888888889,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"790",579,"2024-06-21","Lessoniopsis littoralis","FC",2,0.888888888888889,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"791",579,"2024-06-21","Lessoniopsis littoralis","FC",2,0.888888888888889,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"792",580,"2024-06-21","Lessoniopsis littoralis","FC",3,1.63636363636364,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"793",580,"2024-06-21","Lessoniopsis littoralis","FC",3,1.63636363636364,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"794",580,"2024-06-21","Lessoniopsis littoralis","FC",3,1.63636363636364,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"795",581,"2024-06-21","Lessoniopsis littoralis","FC",5,2.75,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",49,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"796",581,"2024-06-21","Lessoniopsis littoralis","FC",5,2.75,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",50,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"797",581,"2024-06-21","Lessoniopsis littoralis","FC",5,2.75,25,6,24,"Jun 2024","Jun 2024_FC","25_24_FC","Foulweather",51,"Jun 2024","FC",4.395,25,"Foulweather",24,"Jun 2024_FC"
"798",582,"2024-06-22","Alaria marginata","BB",2,2.16666666666667,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"799",582,"2024-06-22","Alaria marginata","BB",2,2.16666666666667,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"800",582,"2024-06-22","Alaria marginata","BB",2,2.16666666666667,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"801",583,"2024-06-22","Alaria marginata","BB",3,12.375,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"802",583,"2024-06-22","Alaria marginata","BB",3,12.375,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"803",583,"2024-06-22","Alaria marginata","BB",3,12.375,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"804",584,"2024-06-22","Alaria marginata","BB",5,8.83333333333333,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"805",584,"2024-06-22","Alaria marginata","BB",5,8.83333333333333,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"806",584,"2024-06-22","Alaria marginata","BB",5,8.83333333333333,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"807",585,"2024-06-22","Hedophyllum sessile","BB",1,4.11111111111111,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"808",585,"2024-06-22","Hedophyllum sessile","BB",1,4.11111111111111,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"809",585,"2024-06-22","Hedophyllum sessile","BB",1,4.11111111111111,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"810",586,"2024-06-22","Hedophyllum sessile","BB",2,3.36363636363636,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"811",586,"2024-06-22","Hedophyllum sessile","BB",2,3.36363636363636,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"812",586,"2024-06-22","Hedophyllum sessile","BB",2,3.36363636363636,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"813",587,"2024-06-22","Hedophyllum sessile","BB",3,4.3125,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"814",587,"2024-06-22","Hedophyllum sessile","BB",3,4.3125,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"815",587,"2024-06-22","Hedophyllum sessile","BB",3,4.3125,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"816",588,"2024-06-22","Hedophyllum sessile","BB",4,9.82352941176471,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"817",588,"2024-06-22","Hedophyllum sessile","BB",4,9.82352941176471,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"818",588,"2024-06-22","Hedophyllum sessile","BB",4,9.82352941176471,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"819",589,"2024-06-22","Hedophyllum sessile","BB",5,8.21428571428571,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",40,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"820",589,"2024-06-22","Hedophyllum sessile","BB",5,8.21428571428571,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",41,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"821",589,"2024-06-22","Hedophyllum sessile","BB",5,8.21428571428571,25,6,24,"Jun 2024","Jun 2024_BB","25_24_BB","Foulweather",42,"Jun 2024","BB",2.27166666666667,25,"Foulweather",24,"Jun 2024_BB"
"822",590,"2024-06-23","Egregia menziesii","YB",1,1,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"823",590,"2024-06-23","Egregia menziesii","YB",1,1,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"824",591,"2024-06-23","Egregia menziesii","YB",2,0.857142857142857,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"825",591,"2024-06-23","Egregia menziesii","YB",2,0.857142857142857,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"826",592,"2024-06-23","Egregia menziesii","YB",3,0.875,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"827",592,"2024-06-23","Egregia menziesii","YB",3,0.875,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"828",593,"2024-06-23","Hedophyllum sessile","YB",1,3.42857142857143,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"829",593,"2024-06-23","Hedophyllum sessile","YB",1,3.42857142857143,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"830",594,"2024-06-23","Hedophyllum sessile","YB",2,11,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"831",594,"2024-06-23","Hedophyllum sessile","YB",2,11,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"832",595,"2024-06-23","Hedophyllum sessile","YB",3,5.08333333333333,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"833",595,"2024-06-23","Hedophyllum sessile","YB",3,5.08333333333333,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"834",596,"2024-06-23","Hedophyllum sessile","YB",4,18.2857142857143,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"835",596,"2024-06-23","Hedophyllum sessile","YB",4,18.2857142857143,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"836",597,"2024-06-23","Hedophyllum sessile","YB",5,16.9285714285714,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",64,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"837",597,"2024-06-23","Hedophyllum sessile","YB",5,16.9285714285714,25,6,24,"Jun 2024","Jun 2024_YB","25_24_YB","Perpetua",65,"Jun 2024","YB",10.244,25,"Perpetua",24,"Jun 2024_YB"
"843",603,"2024-06-25","Hedophyllum sessile","CB",1,1.125,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"844",603,"2024-06-25","Hedophyllum sessile","CB",1,1.125,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"845",603,"2024-06-25","Hedophyllum sessile","CB",1,1.125,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"846",604,"2024-06-25","Hedophyllum sessile","CB",3,5.08333333333333,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"847",604,"2024-06-25","Hedophyllum sessile","CB",3,5.08333333333333,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"848",604,"2024-06-25","Hedophyllum sessile","CB",3,5.08333333333333,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"849",605,"2024-06-25","Hedophyllum sessile","CB",4,4.22222222222222,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"850",605,"2024-06-25","Hedophyllum sessile","CB",4,4.22222222222222,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"851",605,"2024-06-25","Hedophyllum sessile","CB",4,4.22222222222222,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"852",606,"2024-06-25","Hedophyllum sessile","CB",5,5.41666666666667,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"853",606,"2024-06-25","Hedophyllum sessile","CB",5,5.41666666666667,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"854",606,"2024-06-25","Hedophyllum sessile","CB",5,5.41666666666667,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"855",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"856",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"857",607,"2024-06-26","Hedophyllum sessile","CB",2,4.875,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"858",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"859",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"860",608,"2024-06-26","Lessoniopsis littoralis","CB",3,1.54545454545455,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"861",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"862",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"863",609,"2024-06-26","Lessoniopsis littoralis","CB",4,1.5,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"864",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",43,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"865",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",44,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"866",610,"2024-06-26","Lessoniopsis littoralis","CB",5,1.14285714285714,26,6,24,"Jun 2024","Jun 2024_CB","26_24_CB","Blanco",45,"Jun 2024","CB",26.89,26,"Blanco",24,"Jun 2024_CB"
"1055",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1056",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1057",799,"2024-08-02","Egregia menziesii","FC",1,0.833333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1058",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1059",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1060",800,"2024-08-02","Egregia menziesii","FC",2,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1061",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1062",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1063",801,"2024-08-02","Egregia menziesii","FC",3,0.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1064",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1065",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1066",802,"2024-08-02","Egregia menziesii","FC",4,1,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1067",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1068",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1069",803,"2024-08-02","Egregia menziesii","FC",5,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1070",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1071",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1072",804,"2024-08-02","Hedophyllum sessile","FC",1,16,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1073",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1074",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1075",805,"2024-08-02","Hedophyllum sessile","FC",2,15.25,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1076",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1077",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1078",806,"2024-08-02","Hedophyllum sessile","FC",3,8.77777777777778,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1079",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1080",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1081",807,"2024-08-02","Hedophyllum sessile","FC",4,18.3333333333333,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1082",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1083",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1084",808,"2024-08-02","Hedophyllum sessile","FC",5,8.8,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1085",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1086",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1087",809,"2024-08-02","Lessoniopsis littoralis","FC",1,0,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1088",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1089",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1090",810,"2024-08-02","Lessoniopsis littoralis","FC",2,4.2,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1091",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",72,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1092",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",73,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
"1093",811,"2024-08-02","Lessoniopsis littoralis","FC",3,4.14285714285714,31,8,24,"Aug 2024","Aug 2024_FC","31_24_FC","Foulweather",74,"Aug 2024","FC",19.3883333333333,31,"Foulweather",24,"Aug 2024_FC"
